Message Number;Time [ms];ID;DLC;Data Bytes;CANopen;Node;Index;Subindex;Interpretation
136;4502,900;0x010a;8;[0x5c 0x9e 0x65 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
137;4552,700;0x010a;8;[0x23 0x61 0x66 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
138;4602,700;0x010a;8;[0x73 0x24 0x67 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
139;4652,900;0x010a;8;[0x2e 0xe8 0x67 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
140;4703,700;0x010a;8;[0xcc 0xae 0x68 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
141;4754,400;0x010a;8;[0xd7 0x74 0x69 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
142;4804,500;0x010a;8;[0x82 0x38 0x6a 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
143;4818,100;0x0100;8;[0xbf 0xb0 0x03 0x00 0x00 0x00 0x00 0x00];TIME;-;-;-;TIME ms:12479 (1984-01-01T00:00:12.479000)
144;4854,400;0x010a;8;[0x6c 0xfb 0x6a 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
145;4861,400;0x0000;2;[0x81 0x27];NMT;39;-;-;NMT Reset
146;4904,900;0x010a;8;[0x02 0xc1 0x6b 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
147;4955,300;0x010a;8;[0x64 0x85 0x6c 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
148;5005,100;0x010a;8;[0x21 0x48 0x6d 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
149;5038,800;0x070f;1;[0x05];ERR_CTRL;15;-;-;Heartbeat: Operational (1400.0 ms)
150;5042,800;0x070a;1;;ERR_CTRL;10;-;-;Node-Guarding Request (RTR)
151;5043,400;0x0701;1;[0x05];ERR_CTRL;1;-;-;Heartbeat: Operational (1002.4 ms)
152;5045,300;0x070a;1;[0x85];ERR_CTRL;10;-;-;Heartbeat: Operational (1202.4 ms)
153;5055,700;0x010a;8;[0xe0 0x0d 0x6e 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
154;5106,300;0x010a;8;[0x9e 0xd3 0x6e 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
155;5156,800;0x010a;8;[0x8b 0x98 0x6f 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
156;5207,200;0x010a;8;[0xad 0x5d 0x70 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
157;5257,200;0x010a;8;[0xf5 0x20 0x71 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
158;5262,100;0x0000;2;[0x81 0x28];NMT;40;-;-;NMT Reset
159;5299,400;0x018f;8;[0x00 0x00 0x00 0xf2 0xd8 0x84 0x00 0x00];PDO1_T;15;-;-;Transmit PDO1
160;5306,900;0x038f;2;[0x01 0x00];PDO3_T;15;-;-;Transmit PDO3
161;5307,800;0x010a;8;[0xbb 0xe5 0x71 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
162;5319,400;0x028f;8;[0x00 0x00 0x70 0x08 0x00 0x38 0x00 0x00];PDO2_T;15;-;-;Transmit PDO2
163;5357,400;0x010a;8;[0xa5 0xa8 0x72 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
164;5407,300;0x010a;8;[0x3d 0x6b 0x73 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
165;5458,000;0x010a;8;[0x8e 0x31 0x74 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
166;5508,800;0x010a;8;[0xab 0xf7 0x74 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
167;5515,700;0x071e;1;[0x05];ERR_CTRL;30;-;-;Heartbeat: Operational (1429.5 ms)
168;5559,200;0x010a;8;[0xb8 0xbc 0x75 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
169;5610,100;0x010a;8;[0x7f 0x83 0x76 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
170;5656,000;0x060f;8;[0x40 0x01 0x22 0x01 0x00 0x00 0x00 0x00];SDO_R;15;0x2201;1;client: initiate upload request
171;5660,900;0x010a;8;[0xe9 0x49 0x77 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
172;5662,800;0x0000;2;[0x81 0x29];NMT;41;-;-;NMT Reset
173;5699,400;0x058f;8;[0x4b 0x01 0x22 0x01 0x1a 0x01 0x00 0x00];SDO_T;15;0x2201;1;server: upload response = [0x1a 0x01] = [\x1a\x01]
174;5700,500;0x060f;8;[0x40 0x00 0x22 0x01 0x00 0x00 0x00 0x00];SDO_R;15;0x2200;1;client: initiate upload request
175;5711,600;0x010a;8;[0xec 0x0f 0x78 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
176;5747,400;0x058f;8;[0x4b 0x00 0x22 0x01 0xea 0x00 0x00 0x00];SDO_T;15;0x2200;1;server: upload response = [0xea 0x00] = [\xea\x00]
177;5761,800;0x010a;8;[0xe6 0xd3 0x78 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
178;5812,600;0x010a;8;[0x85 0x9a 0x79 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
179;5819,100;0x0100;8;[0xa8 0xb4 0x03 0x00 0x00 0x00 0x00 0x00];TIME;-;-;-;TIME ms:13480 (1984-01-01T00:00:13.480000)
180;5862,500;0x010a;8;[0x57 0x5d 0x7a 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
181;5912,300;0x010a;8;[0xde 0x1f 0x7b 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
182;5962,900;0x010a;8;[0xbb 0xe5 0x7b 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
183;6013,800;0x010a;8;[0x57 0xac 0x7c 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
184;6044,200;0x0701;1;[0x05];ERR_CTRL;1;-;-;Heartbeat: Operational (1000.8 ms)
185;6063,100;0x0000;2;[0x81 0x2a];NMT;42;-;-;NMT Reset
186;6064,600;0x010a;8;[0xcd 0x72 0x7d 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
187;6115,100;0x010a;8;[0x55 0x38 0x7e 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
188;6165,100;0x010a;8;[0x67 0xfb 0x7e 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
189;6215,500;0x010a;8;[0x4f 0xc0 0x7f 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
190;6245,000;0x070a;1;;ERR_CTRL;10;-;-;Node-Guarding Request (RTR)
191;6247,100;0x070a;1;[0x05];ERR_CTRL;10;-;-;Heartbeat: Operational (1201.8 ms)
192;6266,300;0x010a;8;[0xc0 0x86 0x80 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
193;6299,400;0x018f;8;[0x00 0x00 0x00 0xf2 0xd8 0x84 0x00 0x00];PDO1_T;15;-;-;Transmit PDO1
194;6307,400;0x028f;8;[0x00 0x00 0x70 0x08 0x00 0x38 0x00 0x00];PDO2_T;15;-;-;Transmit PDO2
195;6317,200;0x010a;8;[0x64 0x4d 0x81 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
196;6318,900;0x038f;2;[0x01 0x00];PDO3_T;15;-;-;Transmit PDO3
197;6367,200;0x010a;8;[0xbd 0x10 0x82 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
198;6417,600;0x010a;8;[0xe5 0xd5 0x82 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
199;6438,800;0x070f;1;[0x05];ERR_CTRL;15;-;-;Heartbeat: Operational (1400.0 ms)
200;6463,000;0x0000;2;[0x81 0x2b];NMT;43;-;-;NMT Reset
201;6467,700;0x010a;8;[0x93 0x99 0x83 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
202;6518,000;0x010a;8;[0xf3 0x5d 0x84 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
203;6568,800;0x010a;8;[0x5d 0x24 0x85 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
204;6619,400;0x010a;8;[0x60 0xea 0x85 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
205;6669,500;0x010a;8;[0xcc 0xad 0x86 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
206;6720,200;0x010a;8;[0xd5 0x73 0x87 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
207;6770,900;0x010a;8;[0xd9 0x39 0x88 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
208;6819,500;0x0100;8;[0x91 0xb8 0x03 0x00 0x00 0x00 0x00 0x00];TIME;-;-;-;TIME ms:14481 (1984-01-01T00:00:14.481000)
209;6821,600;0x010a;8;[0x0f 0x00 0x89 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
210;6863,500;0x0000;2;[0x81 0x2c];NMT;44;-;-;NMT Reset
211;6872,100;0x010a;8;[0x4a 0xc5 0x89 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
212;6922,300;0x010a;8;[0x74 0x89 0x8a 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
213;6945,500;0x071e;1;[0x05];ERR_CTRL;30;-;-;Heartbeat: Operational (1429.8 ms)
214;6972,800;0x010a;8;[0xd2 0x4e 0x8b 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
215;7022,700;0x010a;8;[0x9d 0x11 0x8c 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
216;7045,900;0x0701;1;[0x05];ERR_CTRL;1;-;-;Heartbeat: Operational (1001.7 ms)
217;7073,000;0x010a;8;[0x29 0xd6 0x8c 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
218;7123,800;0x010a;8;[0x81 0x9c 0x8d 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
219;7174,400;0x010a;8;[0x3f 0x62 0x8e 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
220;7224,700;0x010a;8;[0x8d 0x26 0x8f 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
221;7263,600;0x0000;2;[0x81 0x2d];NMT;45;-;-;NMT Reset
222;7275,400;0x010a;8;[0xa3 0xec 0x8f 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
223;7299,400;0x018f;8;[0x00 0x00 0x00 0xf2 0xd8 0x83 0x00 0x00];PDO1_T;15;-;-;Transmit PDO1
224;7306,900;0x038f;2;[0x01 0x00];PDO3_T;15;-;-;Transmit PDO3
225;7319,400;0x028f;8;[0x00 0x00 0x70 0x08 0x00 0x38 0x00 0x00];PDO2_T;15;-;-;Transmit PDO2
226;7325,900;0x010a;8;[0xca 0xb1 0x90 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
227;7376,500;0x010a;8;[0xc5 0x77 0x91 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
228;7426,800;0x010a;8;[0x66 0x3c 0x92 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
229;7446,200;0x070a;1;;ERR_CTRL;10;-;-;Node-Guarding Request (RTR)
230;7448,400;0x070a;1;[0x85];ERR_CTRL;10;-;-;Heartbeat: Operational (1201.3 ms)
231;7476,600;0x010a;8;[0xc1 0xfe 0x92 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
232;7527,400;0x010a;8;[0x07 0xc5 0x93 0x0e 0x99 0x8c 0x00 0x00];NONE;10;-;-;
